timestamp,axis,commanded_rate,actual_rate,delta_deg,ratio,duration_sec
2026-07-13T18:24:40,1,0.003,0.004823636241823692,0.02411818120911846,1.6078787472745641,5.0
2026-07-13T18:24:49,1,0.0042,0.0044672726144582954,0.022336363072291476,1.0636363367757846,5.0
2026-07-13T18:24:57,1,0.02,0.0048618180590409565,0.024309090295204783,0.24309090295204783,5.0
2026-07-13T18:25:05,1,0.033,0.004479999886865471,0.022399999434327356,0.1357575723292567,5.0
